country_iso,country_name,year,ev_stock,ev_sales,lithium_prod_t,cobalt_prod_t,mine_production_prod_t,lithium_import_t,lithium_export_t,cobalt_import_t,cobalt_export_t,nickel_import_t,nickel_export_t,graphite_import_t,graphite_export_t,battery_demand_mwh_est
RUS,,2010,,,,6200.0,,,,,,,,,,
RUS,,2011,,,,6100.0,,,,,,,,,,
RUS,,2012,,,,6300.0,,,,,,,,,,
RUS,,2013,,,,6300.0,,,,,,,,,,
RUS,,2014,,,,6300.0,,,,,,,,,,
RUS,,2015,,,,6200.0,,,,,,,,,,
RUS,,2016,,,,5500.0,,,,,,,,,,
RUS,,2017,,,,5900.0,,395990.22335,374604.47992,0.0,5093.9235,11737.318808,257429.854,3608.17241,3096.3051830000004,
RUS,,2018,,,,6100.0,,825566.465546,465756.15923,68.24572,6451.189,617.42335,268964.6562,2359.75295,4935.434190000001,
RUS,,2019,,,,6300.0,,7413.824009999999,397141.776,95.79499,8571.032278,242.17279,212318.668,3260.95679,2067.12034,
RUS,,2020,,,,9700.0,,7469.533895,326781.640135,59.471503,7984.603599999999,272.10213100000004,285484.72189,2744.66629,15220.71,
RUS,,2021,,,,8000.0,,269257.258431,354387.83744200005,0.145,3806.52201,215.071552,297054.404174,3881.99772,7567.0499,
RUS,,2022,,,,9200.0,,,,,,,,,,
RUS,,2023,,,,8700.0,,,,,,,,,,
RUS,,2024,,,,8700.0,,,,,,,,,,
SWE,Sweden,2012,1250.0,930.0,,,,,,,,,,,,55.8
SWE,Sweden,2013,2600.0,1530.0,,,,,,,,,,,,91.8
SWE,Sweden,2014,7100.0,4600.0,,,,,,,,,,,,276.0
SWE,Sweden,2015,14600.0,8700.0,,,,,,,,,,,,522.0
SWE,Sweden,2016,26500.0,12900.0,,,,,,,,,,,,774.0
SWE,Sweden,2017,43000.0,20400.0,,,,3875.177765,119266.947708,3.001788,61.791167,22785.0,221.0,1400.56336,267.137866,1224.0
SWE,Sweden,2018,66000.0,29100.0,,,,5577.590574,20.158228,198.954749,86.12155800000001,23630.483991,258.192905,1705.0196299999998,295.79622600000005,1746.0
SWE,Sweden,2019,97000.0,41000.0,,,,6478.896064,91437.713193,258.017731,101.09721,23532.106376,425.255187,1553.795346,230.108065,2460.0
SWE,Sweden,2020,176000.0,94000.0,,,,6660.156437999999,1.341463,138.39685,60.067281,16829.0,964.28591,1412.506528,198.540002,5640.0
SWE,Sweden,2021,300000.0,135000.0,,,,5767.107063,8.571429,0.0,38.910563,15653.536088,169.429735,1712.093714,256.29989,8100.0
SWE,Sweden,2022,440000.0,163000.0,,,,8566.146564,44832.084468,260.518365,52.647327,14071.436088,212.163014,1544.8235,234.29983,9780.0
SWE,Sweden,2023,560000.0,171000.0,,,,7709.658151,51218.590585,208.58938,20.08006,15164.028822,667.024107,1446.492102,225.125908,10260.0
SWE,Sweden,2024,670000.0,157000.0,,,,7756.969744,63176.996191,180.09360999999998,46.815554,19399.017152,475.987675,1342.965149,281.125728,9420.0
TUR,Turkey,2014,,68.0,,,,,,,,,,,,4.08
TUR,Turkey,2015,,230.0,,,,,,,,,,,,13.799999999999999
TUR,Turkey,2016,630.0,127.0,,,,,,,,,,,,7.62
TUR,Turkey,2017,740.0,111.0,,,,,,,,,,,,6.66
TUR,Turkey,2018,930.0,235.0,,,,,,,,,,,,14.1
TUR,Turkey,2019,1840.0,324.0,,,,,,,,,,,,19.439999999999998
TUR,Turkey,2020,3900.0,1290.0,,,,,,,,,,,,77.39999999999999
TUR,Turkey,2021,8600.0,3920.0,,,,,,,,,,,,235.2
TUR,Turkey,2022,16300.0,7540.0,,,,,,,,,,,,452.4
TUR,Turkey,2023,81900.0,68700.0,,,,,,,,,,,,4122.0
TUR,Turkey,2024,192000.0,105700.0,,,,,,,,,,,,6342.0
USA,,1995,,,3500.0,,,,,,,,,,,
USA,,1996,,,4000.0,,,,,,,,,,,
USA,,1997,,,4000.0,,,,,,,,,,,
USA,,1998,,,1500.0,,,,,,,,,,,
USA,,1999,,,1500.0,,,,,,,,,,,
USA,,2000,,,1500.0,,,,,,,,,,,
USA,,2001,,,1500.0,,,,,,,,,,,
USA,,2002,,,1500.0,,,,,,,,,,,
USA,,2003,,,1500.0,,,,,,,,,,,
USA,,2004,,,1500.0,,,,,,,,,,,
USA,,2005,,,1500.0,,,,,,,,,,,
USA,,2006,,,1500.0,,,,,,,,,,,
USA,,2007,,,1500.0,,,,,,,,,,,
USA,,2008,,,1500.0,,,,,,,,,,,
USA,,2009,,,1500.0,,,,,,,,,,,
USA,,2010,,,1000.0,,,,,,,,,,,
USA,United States,2011,22000.0,17800.0,1000.0,,,,,,,,,,,1068.0
USA,United States,2012,75000.0,54000.0,1000.0,,,,,,,,,,,3240.0
USA,United States,2013,172000.0,97000.0,870.0,,,,,,,,,,,5820.0
USA,United States,2014,290000.0,118000.0,900.0,,,,,,,,,,,7080.0
USA,United States,2015,400000.0,114000.0,900.0,,,,,,,,,,,6840.0
USA,United States,2016,570000.0,160000.0,900.0,,,,,,,,,,,9600.0
USA,United States,2017,760000.0,194000.0,900.0,,,,,,,,,,,11640.0
USA,United States,2018,1120000.0,360000.0,900.0,,,,,,,,,,,21600.0
USA,United States,2019,1450000.0,325000.0,900.0,,,,,,,,,,,19500.0
USA,United States,2020,1740000.0,294000.0,900.0,,,,,,,,,,,17640.0
USA,United States,2021,2220000.0,630000.0,939.234,,,,,,,,,,,37800.0
USA,United States,2022,3010000.0,990000.0,614.9077,,,,,,,,,,,59400.0
USA,United States,2023,4800000.0,1390000.0,614.9077,,,,,,,,,,,83400.0
USA,United States,2024,6300000.0,1520000.0,920.563,,,,,,,,,,,91200.0
ZAF,,1995,,,,288.0,,,,,,,,,,
ZAF,,1996,,,,350.0,,,,,,,,,,
ZAF,,1997,,,,465.0,,,,,,,,,,
ZAF,,1998,,,,435.0,,,,,,,,,,
ZAF,,1999,,,,450.0,,,,,,,,,,
ZAF,,2000,,,,580.0,,,,,,,,,,
ZAF,,2001,,,,560.0,,,,,,,,,,
ZAF,,2002,,,,520.0,,,,,,,,,,
ZAF,,2003,,,,480.0,,,,,,,,,,
ZAF,,2004,,,,610.0,,,,,,,,,,
ZAF,,2005,,,,620.0,,,,,,,,,,
ZAF,,2006,,,,600.0,,,,,,,,,,
ZAF,,2007,,,,600.0,,,,,,,,,,
ZAF,,2008,,,,590.0,,,,,,,,,,
ZAF,,2009,,,,610.0,,,,,,,,,,
ZAF,,2010,,,,1800.0,,,,,,,,,,
ZAF,,2011,,,,1600.0,,,,,,,,,,
ZAF,,2012,,,,2500.0,,,,,,,,,,
ZAF,,2013,,,,3000.0,,,,,,,,,,
ZAF,,2014,,,,3000.0,,,,,,,,,,
ZAF,,2015,,,,2900.0,,,,,,,,,,
ZAF,,2016,,,,2300.0,,,,,,,,,,
ZAF,,2017,,,,2300.0,,52605.06859,579.10366,124.812,2232.97869,3675.27656,6170.04685,922.65551,42.14302,
ZAF,,2018,,,,2300.0,,76961.31457999999,115.77569,9.58136,1819.74066,984.68648,4392.45078,708.48457,4.126189999999999,
ZAF,,2019,,,,2100.0,,68495.58360999999,384.62427,25.46182,2097.13981,76.95088,10538.2605,751.81677,4.722189999999999,
ZAF,,2020,,,,1800.0,,20482.33616,143.84305,47.10123,928.30692,453.48866,11628.466,689.35433,13.39241,
ZAF,,2021,,,,1197.0,,31878.26683,23563.34635,21.0,955.35544,1443.85291,26482.48022,803.10145,9.25902,
ZAF,,2022,,,,1000.0,,23156.97236,22197.09563,43.74929,1174.0212,2584.97321,29088.82913,1027.6286,63.16273,
ZAF,,2023,,,,378.0,,4304.21401,414399.8187900001,14.16482,1136.42958,1073.87686,28644.894,754.3181999999999,86.29033,
ZAF,,2024,,,,556.25,,5014.847540000001,954514.04276,24.93386,809.25026,1561.88131,32445.15035,958.61565,3.2409,
ZAF,,2025,,,,,,4592.00542,1023359.03546,3.2771,899.8057699999999,1594.22732,35689.769720000004,915.7562,6.47349,
ZMB,,1995,,,,2931.0,,,,,,,,,,
ZMB,,1996,,,,4829.0,,,,,,,,,,
ZMB,,1997,,,,4028.0,,,,,,,,,,
ZMB,,1998,,,,4961.0,,,,,,,,,,
ZMB,,1999,,,,4378.0,,,,,,,,,,
ZMB,,2000,,,,2877.0,,,,,,,,,,
ZMB,,2001,,,,4182.0,,,,,,,,,,
ZMB,,2002,,,,3990.0,,,,,,,,,,
ZMB,,2003,,,,3211.0,,,,,,,,,,
ZMB,,2004,,,,6082.0,,,,,,,,,,
ZMB,,2005,,,,5529.0,,,,,,,,,,
ZMB,,2006,,,,4658.0,,,,,,,,,,
ZMB,,2007,,,,4690.0,,,,,,,,,,
ZMB,,2008,,,,4613.0,,,,,,,,,,
ZMB,,2009,,,,5879.0,,,,,,,,,,
ZMB,,2010,,,,8648.0,,,,,,,,,,
ZMB,,2011,,,,7702.0,,,,,,,,,,
ZMB,,2012,,,,5435.0,,,,,,,,,,
ZMB,,2013,,,,5919.0,,,,,,,,,,
ZMB,,2014,,,,4562.0,,,,,,,,,,
ZMB,,2015,,,,2979.0,,,,,,,,,,
ZMB,,2016,,,,4982.0,,,,,,,,,,
ZMB,,2017,,,,2648.9,,,,,,,,,,
ZMB,,2018,,,,1585.0,,,,,,,,,,
ZMB,,2019,,,,367.0,,,,,,,,,,
ZMB,,2020,,,,287.0,,,,,,,,,,
ZMB,,2021,,,,247.0,,,,,,,,,,
ZMB,,2022,,,,252.0,,,,,,,,,,
ZMB,,2023,,,,252.0,,,,,,,,,,
ZMB,,2024,,,,252.0,,,,,,,,,,
ZWE,,1995,,,520.0,,,,,,,,,,,
ZWE,,1996,,,500.0,,,,,,,,,,,
ZWE,,1997,,,700.0,,,,,,,,,,,
ZWE,,1998,,,1000.0,,,,,,,,,,,
ZWE,,1999,,,700.0,,,,,,,,,,,
ZWE,,2000,,,740.0,,,,,,,,,,,
ZWE,,2001,,,700.0,,,,,,,,,,,
ZWE,,2002,,,640.0,,,,,,,,,,,
ZWE,,2003,,,480.0,,,,,,,,,,,
ZWE,,2004,,,240.0,,,,,,,,,,,
ZWE,,2005,,,260.0,,,,,,,,,,,
ZWE,,2006,,,600.0,,,,,,,,,,,
ZWE,,2007,,,300.0,,,,,,,,,,,
ZWE,,2008,,,500.0,,,,,,,,,,,
ZWE,,2009,,,400.0,,,,,,,,,,,
ZWE,,2010,,,470.0,,,,,,,,,,,
ZWE,,2011,,,470.0,,,,,,,,,,,
ZWE,,2012,,,1060.0,,,,,,,,,,,
ZWE,,2013,,,1000.0,,,,,,,,,,,
ZWE,,2014,,,900.0,,,,,,,,,,,
ZWE,,2015,,,900.0,,,,,,,,,,,
ZWE,,2016,,,1000.0,,,,,,,,,,,
ZWE,,2017,,,800.0,,,,,,,,,,,
ZWE,,2018,,,1600.0,,,,,,,,,,,
ZWE,,2019,,,1200.0,,,,,,,,,,,
ZWE,,2020,,,417.0,,,,,,,,,,,
ZWE,,2021,,,710.0,,,,,,,,,,,
ZWE,,2022,,,1030.0,,,,,,,,,,,
ZWE,,2023,,,14900.0,,,,,,,,,,,
ZWE,,2024,,,22000.0,,,,,,,,,,,
